tile_n16,tile_16,landuse
"Tile(tms_x=39618, tms_y=45081, zoom=16)",14183,industrial
"Tile(tms_x=39579, tms_y=45043, zoom=16)",10544,grass
"Tile(tms_x=40201, tms_y=41744, zoom=16)",23699,n/a
"Tile(tms_x=39983, tms_y=44696, zoom=16)",21628,industrial
"Tile(tms_x=51740, tms_y=43992, zoom=16)",38104,residential
"Tile(tms_x=43007, tms_y=45793, zoom=16)",30968,residential
"Tile(tms_x=39673, tms_y=46202, zoom=16)",17526,industrial
"Tile(tms_x=39551, tms_y=44991, zoom=16)",9419,n/a
"Tile(tms_x=39642, tms_y=44984, zoom=16)",15940,industrial
"Tile(tms_x=39640, tms_y=45054, zoom=16)",15831,grass
"Tile(tms_x=46123, tms_y=46978, zoom=16)",34507,grass
"Tile(tms_x=39619, tms_y=45037, zoom=16)",14225,residential
"Tile(tms_x=41517, tms_y=42316, zoom=16)",27395,grass
"Tile(tms_x=43756, tms_y=44799, zoom=16)",31797,residential
"Tile(tms_x=40754, tms_y=45233, zoom=16)",25165,residential
"Tile(tms_x=40032, tms_y=42586, zoom=16)",22801,farmland
"Tile(tms_x=43784, tms_y=45400, zoom=16)",31873,retail
"Tile(tms_x=39890, tms_y=43550, zoom=16)",20575,residential
"Tile(tms_x=47911, tms_y=44940, zoom=16)",36104,residential
"Tile(tms_x=38289, tms_y=46478, zoom=16)",2732,residential
"Tile(tms_x=38278, tms_y=46469, zoom=16)",1999,brownfield
"Tile(tms_x=39617, tms_y=45068, zoom=16)",14100,grass
"Tile(tms_x=43656, tms_y=46016, zoom=16)",31563,residential
"Tile(tms_x=38830, tms_y=45928, zoom=16)",5620,allotments
"Tile(tms_x=42801, tms_y=43841, zoom=16)",30111,grass
"Tile(tms_x=39604, tms_y=45058, zoom=16)",12726,n/a
"Tile(tms_x=39838, tms_y=45366, zoom=16)",19566,residential
"Tile(tms_x=43812, tms_y=45413, zoom=16)",32616,residential
"Tile(tms_x=38285, tms_y=46514, zoom=16)",2417,residential
"Tile(tms_x=39501, tms_y=45189, zoom=16)",8781,residential
"Tile(tms_x=39579, tms_y=45122, zoom=16)",10583,construction
"Tile(tms_x=39656, tms_y=45046, zoom=16)",16698,garages
"Tile(tms_x=40233, tms_y=45461, zoom=16)",23906,residential
"Tile(tms_x=40290, tms_y=45238, zoom=16)",24035,residential
"Tile(tms_x=40453, tms_y=41527, zoom=16)",24446,n/a
"Tile(tms_x=39866, tms_y=45066, zoom=16)",20130,industrial
"Tile(tms_x=47947, tms_y=44564, zoom=16)",36155,industrial
"Tile(tms_x=49221, tms_y=45132, zoom=16)",37047,industrial
"Tile(tms_x=43941, tms_y=44860, zoom=16)",33074,construction
"Tile(tms_x=39649, tms_y=44930, zoom=16)",16353,n/a
"Tile(tms_x=40398, tms_y=41964, zoom=16)",24220,grass
"Tile(tms_x=40569, tms_y=41718, zoom=16)",24531,construction
"Tile(tms_x=39651, tms_y=45070, zoom=16)",16469,grass
"Tile(tms_x=43940, tms_y=44847, zoom=16)",33046,residential
"Tile(tms_x=39788, tms_y=44759, zoom=16)",19162,allotments
"Tile(tms_x=39653, tms_y=45072, zoom=16)",16564,n/a
"Tile(tms_x=38296, tms_y=46457, zoom=16)",3215,retail
"Tile(tms_x=43942, tms_y=44859, zoom=16)",33098,residential
"Tile(tms_x=38277, tms_y=46477, zoom=16)",1945,n/a
"Tile(tms_x=40583, tms_y=45215, zoom=16)",24559,residential
"Tile(tms_x=39649, tms_y=45051, zoom=16)",16376,residential
"Tile(tms_x=41142, tms_y=43753, zoom=16)",26822,grass
"Tile(tms_x=39567, tms_y=45016, zoom=16)",9951,residential
"Tile(tms_x=42984, tms_y=44747, zoom=16)",30725,residential
"Tile(tms_x=43796, tms_y=45453, zoom=16)",32132,residential
"Tile(tms_x=39839, tms_y=44822, zoom=16)",19581,residential
"Tile(tms_x=48439, tms_y=44930, zoom=16)",36752,residential
"Tile(tms_x=43520, tms_y=44305, zoom=16)",31474,n/a
"Tile(tms_x=40772, tms_y=45211, zoom=16)",25418,industrial
"Tile(tms_x=42967, tms_y=44728, zoom=16)",30551,residential
"Tile(tms_x=44709, tms_y=45502, zoom=16)",33880,grass
"Tile(tms_x=43936, tms_y=44869, zoom=16)",33014,residential
"Tile(tms_x=38135, tms_y=46303, zoom=16)",689,residential
"Tile(tms_x=39561, tms_y=45004, zoom=16)",9740,allotments
"Tile(tms_x=39586, tms_y=44990, zoom=16)",10958,residential
"Tile(tms_x=39347, tms_y=43815, zoom=16)",7420,grass
"Tile(tms_x=42979, tms_y=44746, zoom=16)",30683,garages
"Tile(tms_x=43798, tms_y=45418, zoom=16)",32186,n/a
"Tile(tms_x=39561, tms_y=45086, zoom=16)",9753,construction
"Tile(tms_x=48448, tms_y=44908, zoom=16)",36814,n/a
"Tile(tms_x=49414, tms_y=44410, zoom=16)",37082,residential
"Tile(tms_x=44701, tms_y=45505, zoom=16)",33746,recreation_ground
"Tile(tms_x=43801, tms_y=45383, zoom=16)",32284,n/a
"Tile(tms_x=43699, tms_y=45659, zoom=16)",31662,residential
"Tile(tms_x=39825, tms_y=44836, zoom=16)",19434,grass
"Tile(tms_x=46130, tms_y=46967, zoom=16)",34690,n/a
"Tile(tms_x=39451, tms_y=44932, zoom=16)",8399,residential
"Tile(tms_x=39533, tms_y=45123, zoom=16)",9101,residential
"Tile(tms_x=39865, tms_y=41973, zoom=16)",20083,industrial
"Tile(tms_x=39599, tms_y=45006, zoom=16)",12127,n/a
"Tile(tms_x=39680, tms_y=45013, zoom=16)",17728,residential
"Tile(tms_x=43925, tms_y=44867, zoom=16)",32899,residential
"Tile(tms_x=39639, tms_y=45093, zoom=16)",15753,residential
"Tile(tms_x=44364, tms_y=49610, zoom=16)",33562,n/a
"Tile(tms_x=39683, tms_y=45105, zoom=16)",17835,grass
"Tile(tms_x=39653, tms_y=45066, zoom=16)",16560,residential
"Tile(tms_x=43006, tms_y=45799, zoom=16)",30961,construction
"Tile(tms_x=47862, tms_y=44786, zoom=16)",35533,residential
"Tile(tms_x=39700, tms_y=44772, zoom=16)",18181,grass
"Tile(tms_x=39673, tms_y=46195, zoom=16)",17523,grass
"Tile(tms_x=39656, tms_y=45100, zoom=16)",16705,industrial
"Tile(tms_x=42991, tms_y=45798, zoom=16)",30788,allotments
"Tile(tms_x=38295, tms_y=46524, zoom=16)",3189,residential
"Tile(tms_x=39595, tms_y=45170, zoom=16)",11766,residential
"Tile(tms_x=39594, tms_y=45054, zoom=16)",11630,grass
"Tile(tms_x=39574, tms_y=45038, zoom=16)",10234,residential
"Tile(tms_x=38278, tms_y=46470, zoom=16)",2000,industrial
"Tile(tms_x=39678, tms_y=41945, zoom=16)",17652,farmland
"Tile(tms_x=38289, tms_y=46494, zoom=16)",2744,grass
"Tile(tms_x=38285, tms_y=46436, zoom=16)",2365,industrial
"Tile(tms_x=39599, tms_y=44970, zoom=16)",12114,n/a
"Tile(tms_x=39605, tms_y=45055, zoom=16)",12822,grass
"Tile(tms_x=38281, tms_y=46466, zoom=16)",2151,grass
"Tile(tms_x=39029, tms_y=47168, zoom=16)",6491,residential
"Tile(tms_x=38297, tms_y=46444, zoom=16)",3275,grass
"Tile(tms_x=39551, tms_y=45120, zoom=16)",9441,industrial
"Tile(tms_x=42311, tms_y=46237, zoom=16)",29768,n/a
"Tile(tms_x=38304, tms_y=46481, zoom=16)",3754,residential
"Tile(tms_x=39615, tms_y=45003, zoom=16)",13857,n/a
"Tile(tms_x=39626, tms_y=45093, zoom=16)",14859,n/a
"Tile(tms_x=42997, tms_y=45809, zoom=16)",30843,industrial
"Tile(tms_x=38319, tms_y=46478, zoom=16)",4394,garages
"Tile(tms_x=47868, tms_y=44819, zoom=16)",35697,residential
"Tile(tms_x=42976, tms_y=44746, zoom=16)",30656,industrial
"Tile(tms_x=43696, tms_y=48469, zoom=16)",31660,n/a
"Tile(tms_x=43800, tms_y=46363, zoom=16)",32276,n/a
"Tile(tms_x=39579, tms_y=45059, zoom=16)",10555,n/a
"Tile(tms_x=38454, tms_y=45978, zoom=16)",4959,residential
"Tile(tms_x=38297, tms_y=46471, zoom=16)",3289,industrial
"Tile(tms_x=40930, tms_y=42964, zoom=16)",26273,garages
"Tile(tms_x=40686, tms_y=42947, zoom=16)",24847,n/a
"Tile(tms_x=46115, tms_y=44803, zoom=16)",34408,grass
"Tile(tms_x=39877, tms_y=41968, zoom=16)",20396,industrial
"Tile(tms_x=38747, tms_y=44474, zoom=16)",5467,residential
"Tile(tms_x=39580, tms_y=45077, zoom=16)",10627,grass
"Tile(tms_x=39577, tms_y=45079, zoom=16)",10440,grass
"Tile(tms_x=43519, tms_y=44303, zoom=16)",31471,n/a
"Tile(tms_x=39649, tms_y=44997, zoom=16)",16357,n/a
"Tile(tms_x=40185, tms_y=41858, zoom=16)",23671,commercial
"Tile(tms_x=49772, tms_y=44153, zoom=16)",37833,n/a
"Tile(tms_x=40814, tms_y=45175, zoom=16)",25732,residential
"Tile(tms_x=40004, tms_y=41996, zoom=16)",22138,residential
"Tile(tms_x=39643, tms_y=45024, zoom=16)",16022,residential
"Tile(tms_x=43796, tms_y=45391, zoom=16)",32112,grass
"Tile(tms_x=38300, tms_y=46505, zoom=16)",3507,grass
"Tile(tms_x=39336, tms_y=44645, zoom=16)",7293,n/a
"Tile(tms_x=51755, tms_y=43971, zoom=16)",38202,industrial
"Tile(tms_x=40874, tms_y=42952, zoom=16)",26003,industrial
"Tile(tms_x=39644, tms_y=44997, zoom=16)",16080,residential
"Tile(tms_x=39699, tms_y=44770, zoom=16)",18158,residential
"Tile(tms_x=39720, tms_y=44863, zoom=16)",18547,allotments
"Tile(tms_x=42977, tms_y=44748, zoom=16)",30666,residential
"Tile(tms_x=39757, tms_y=45124, zoom=16)",18890,n/a
"Tile(tms_x=39828, tms_y=42000, zoom=16)",19470,farmland
"Tile(tms_x=39986, tms_y=42541, zoom=16)",21666,residential
"Tile(tms_x=39520, tms_y=45014, zoom=16)",8940,residential
"Tile(tms_x=39572, tms_y=41937, zoom=16)",10135,n/a
"Tile(tms_x=38315, tms_y=46439, zoom=16)",4233,n/a
"Tile(tms_x=39249, tms_y=44977, zoom=16)",6861,residential
"Tile(tms_x=39606, tms_y=45017, zoom=16)",12891,residential
"Tile(tms_x=38463, tms_y=45976, zoom=16)",5015,retail
"Tile(tms_x=38290, tms_y=46420, zoom=16)",2779,observatory
"Tile(tms_x=39589, tms_y=45020, zoom=16)",11175,residential
"Tile(tms_x=36499, tms_y=44713, zoom=16)",167,railway
"Tile(tms_x=42030, tms_y=45189, zoom=16)",29569,residential
"Tile(tms_x=39737, tms_y=42410, zoom=16)",18770,grass
"Tile(tms_x=41407, tms_y=45163, zoom=16)",27218,n/a
"Tile(tms_x=39603, tms_y=45367, zoom=16)",12658,industrial
"Tile(tms_x=39898, tms_y=43785, zoom=16)",20705,garages
"Tile(tms_x=41727, tms_y=45052, zoom=16)",28096,n/a
"Tile(tms_x=41722, tms_y=45064, zoom=16)",28032,residential
"Tile(tms_x=39571, tms_y=45066, zoom=16)",10115,n/a
"Tile(tms_x=44352, tms_y=45155, zoom=16)",33541,industrial
"Tile(tms_x=39987, tms_y=42368, zoom=16)",21690,n/a
"Tile(tms_x=42801, tms_y=43824, zoom=16)",30110,residential
"Tile(tms_x=42810, tms_y=43823, zoom=16)",30132,n/a
"Tile(tms_x=40067, tms_y=42596, zoom=16)",23159,residential
"Tile(tms_x=51650, tms_y=43808, zoom=16)",37989,industrial
"Tile(tms_x=39832, tms_y=44852, zoom=16)",19513,residential
"Tile(tms_x=39998, tms_y=44683, zoom=16)",21964,grass
"Tile(tms_x=40114, tms_y=45167, zoom=16)",23362,grass
"Tile(tms_x=40030, tms_y=45669, zoom=16)",22766,retail
"Tile(tms_x=40994, tms_y=44549, zoom=16)",26518,grass
"Tile(tms_x=39574, tms_y=41933, zoom=16)",10216,n/a
"Tile(tms_x=38322, tms_y=46442, zoom=16)",4451,garages
"Tile(tms_x=43938, tms_y=44867, zoom=16)",33028,residential
"Tile(tms_x=39645, tms_y=45109, zoom=16)",16189,industrial
"Tile(tms_x=41370, tms_y=45165, zoom=16)",27142,grass
"Tile(tms_x=41712, tms_y=45057, zoom=16)",27863,grass
"Tile(tms_x=46132, tms_y=44799, zoom=16)",34735,grass
"Tile(tms_x=39655, tms_y=45069, zoom=16)",16661,residential
"Tile(tms_x=38992, tms_y=47194, zoom=16)",6038,n/a
"Tile(tms_x=39900, tms_y=41707, zoom=16)",20739,n/a
"Tile(tms_x=39874, tms_y=41962, zoom=16)",20340,garages
"Tile(tms_x=46104, tms_y=44821, zoom=16)",34267,allotments
"Tile(tms_x=39024, tms_y=44261, zoom=16)",6413,forest
"Tile(tms_x=39564, tms_y=45003, zoom=16)",9845,allotments
"Tile(tms_x=39533, tms_y=45122, zoom=16)",9100,residential
"Tile(tms_x=39631, tms_y=45022, zoom=16)",15134,grass
"Tile(tms_x=39631, tms_y=44991, zoom=16)",15125,farmland
"Tile(tms_x=39632, tms_y=45056, zoom=16)",15225,residential
"Tile(tms_x=38174, tms_y=46573, zoom=16)",760,n/a
"Tile(tms_x=39367, tms_y=44675, zoom=16)",7666,grass
"Tile(tms_x=39875, tms_y=41983, zoom=16)",20368,farmland
"Tile(tms_x=39985, tms_y=42554, zoom=16)",21654,grass
"Tile(tms_x=38265, tms_y=46448, zoom=16)",1483,n/a
"Tile(tms_x=39723, tms_y=44996, zoom=16)",18596,residential
"Tile(tms_x=38283, tms_y=46464, zoom=16)",2254,industrial
"Tile(tms_x=38273, tms_y=46485, zoom=16)",1746,grass
"Tile(tms_x=39553, tms_y=45110, zoom=16)",9496,industrial
"Tile(tms_x=41706, tms_y=45070, zoom=16)",27758,grass
"Tile(tms_x=39606, tms_y=45079, zoom=16)",12942,brownfield
"Tile(tms_x=39591, tms_y=45021, zoom=16)",11317,grass
"Tile(tms_x=42640, tms_y=45162, zoom=16)",30042,grass
"Tile(tms_x=38296, tms_y=46625, zoom=16)",3261,grass
"Tile(tms_x=39855, tms_y=45061, zoom=16)",19849,residential
"Tile(tms_x=41681, tms_y=45075, zoom=16)",27615,n/a
"Tile(tms_x=39527, tms_y=45376, zoom=16)",9013,residential
"Tile(tms_x=39865, tms_y=41985, zoom=16)",20092,military
"Tile(tms_x=44643, tms_y=45508, zoom=16)",33587,military
"Tile(tms_x=41678, tms_y=44068, zoom=16)",27606,residential
"Tile(tms_x=38611, tms_y=44736, zoom=16)",5301,industrial
"Tile(tms_x=40232, tms_y=45708, zoom=16)",23899,residential
"Tile(tms_x=39736, tms_y=44503, zoom=16)",18760,residential
"Tile(tms_x=40218, tms_y=45717, zoom=16)",23753,grass
"Tile(tms_x=38332, tms_y=46403, zoom=16)",4549,n/a
"Tile(tms_x=39609, tms_y=45122, zoom=16)",13278,n/a
"Tile(tms_x=41699, tms_y=44363, zoom=16)",27664,n/a
"Tile(tms_x=39815, tms_y=45259, zoom=16)",19328,residential
"Tile(tms_x=47873, tms_y=44785, zoom=16)",35811,residential
"Tile(tms_x=55597, tms_y=46002, zoom=16)",38425,commercial
"Tile(tms_x=40409, tms_y=41972, zoom=16)",24297,grass
"Tile(tms_x=51749, tms_y=43961, zoom=16)",38144,garages
"Tile(tms_x=38300, tms_y=46529, zoom=16)",3521,residential
"Tile(tms_x=44399, tms_y=46901, zoom=16)",33565,n/a
"Tile(tms_x=38640, tms_y=44121, zoom=16)",5352,n/a
"Tile(tms_x=38242, tms_y=46406, zoom=16)",1156,industrial
"Tile(tms_x=58647, tms_y=43567, zoom=16)",38691,n/a
"Tile(tms_x=40082, tms_y=45863, zoom=16)",23230,retail
"Tile(tms_x=39601, tms_y=45067, zoom=16)",12420,garages
"Tile(tms_x=41553, tms_y=44565, zoom=16)",27426,n/a
"Tile(tms_x=39588, tms_y=45064, zoom=16)",11114,industrial
"Tile(tms_x=40853, tms_y=42922, zoom=16)",25783,residential
"Tile(tms_x=39894, tms_y=43772, zoom=16)",20642,n/a
"Tile(tms_x=45421, tms_y=45779, zoom=16)",34139,n/a
"Tile(tms_x=40625, tms_y=45453, zoom=16)",24670,industrial
"Tile(tms_x=57336, tms_y=42722, zoom=16)",38591,n/a
"Tile(tms_x=39646, tms_y=44996, zoom=16)",16221,residential
"Tile(tms_x=41864, tms_y=44216, zoom=16)",28736,residential
"Tile(tms_x=39679, tms_y=45062, zoom=16)",17701,residential
"Tile(tms_x=57029, tms_y=41750, zoom=16)",38574,residential
"Tile(tms_x=39685, tms_y=45047, zoom=16)",17896,residential
"Tile(tms_x=40960, tms_y=44252, zoom=16)",26345,residential
"Tile(tms_x=38294, tms_y=46489, zoom=16)",3116,residential
"Tile(tms_x=38285, tms_y=46461, zoom=16)",2384,grass
"Tile(tms_x=39855, tms_y=41964, zoom=16)",19832,reservoir
"Tile(tms_x=40869, tms_y=42958, zoom=16)",25946,garages
"Tile(tms_x=43801, tms_y=45407, zoom=16)",32306,grass
"Tile(tms_x=41704, tms_y=45072, zoom=16)",27729,residential
"Tile(tms_x=39604, tms_y=45086, zoom=16)",12742,n/a
"Tile(tms_x=39598, tms_y=44494, zoom=16)",11971,grass
"Tile(tms_x=44709, tms_y=45504, zoom=16)",33882,residential
"Tile(tms_x=40767, tms_y=45221, zoom=16)",25350,residential
"Tile(tms_x=46127, tms_y=44807, zoom=16)",34609,residential
"Tile(tms_x=46097, tms_y=44807, zoom=16)",34234,residential
"Tile(tms_x=46112, tms_y=44809, zoom=16)",34356,grass
"Tile(tms_x=46127, tms_y=44787, zoom=16)",34592,industrial
"Tile(tms_x=46135, tms_y=44801, zoom=16)",34796,residential
"Tile(tms_x=46120, tms_y=44809, zoom=16)",34462,grass
"Tile(tms_x=46126, tms_y=44807, zoom=16)",34573,retail
"Tile(tms_x=46727, tms_y=48958, zoom=16)",35087,residential
"Tile(tms_x=46983, tms_y=48927, zoom=16)",35130,residential
"Tile(tms_x=41834, tms_y=46008, zoom=16)",28699,n/a
"Tile(tms_x=43806, tms_y=45389, zoom=16)",32486,grass
"Tile(tms_x=43813, tms_y=45385, zoom=16)",32619,residential
"Tile(tms_x=44712, tms_y=45527, zoom=16)",33927,residential
"Tile(tms_x=48443, tms_y=44911, zoom=16)",36771,garages
"Tile(tms_x=39909, tms_y=43779, zoom=16)",20902,industrial
"Tile(tms_x=40767, tms_y=45228, zoom=16)",25355,residential
"Tile(tms_x=41713, tms_y=45054, zoom=16)",27886,residential
"Tile(tms_x=41778, tms_y=44309, zoom=16)",28402,residential
"Tile(tms_x=49506, tms_y=44290, zoom=16)",37109,n/a
"Tile(tms_x=39123, tms_y=41917, zoom=16)",6653,cemetery
"Tile(tms_x=38281, tms_y=46499, zoom=16)",2178,residential
"Tile(tms_x=39348, tms_y=44193, zoom=16)",7447,residential
"Tile(tms_x=39425, tms_y=45116, zoom=16)",8114,residential
"Tile(tms_x=47874, tms_y=44811, zoom=16)",35843,n/a
"Tile(tms_x=44709, tms_y=45513, zoom=16)",33884,n/a
"Tile(tms_x=44706, tms_y=45505, zoom=16)",33837,residential
"Tile(tms_x=49781, tms_y=45183, zoom=16)",37846,forest
"Tile(tms_x=40642, tms_y=45125, zoom=16)",24713,residential
"Tile(tms_x=40433, tms_y=46823, zoom=16)",24393,residential
"Tile(tms_x=40216, tms_y=45468, zoom=16)",23737,residential
"Tile(tms_x=44841, tms_y=45343, zoom=16)",34049,grass
"Tile(tms_x=46139, tms_y=46967, zoom=16)",34882,n/a
"Tile(tms_x=46118, tms_y=46983, zoom=16)",34447,residential
"Tile(tms_x=43005, tms_y=45784, zoom=16)",30937,garages
"Tile(tms_x=39381, tms_y=43804, zoom=16)",7846,grass
"Tile(tms_x=39766, tms_y=45059, zoom=16)",18984,grass
"Tile(tms_x=39845, tms_y=41902, zoom=16)",19656,farmyard
"Tile(tms_x=42949, tms_y=44382, zoom=16)",30268,residential
"Tile(tms_x=39890, tms_y=43797, zoom=16)",20588,n/a
"Tile(tms_x=39892, tms_y=43787, zoom=16)",20616,grass
"Tile(tms_x=39629, tms_y=45094, zoom=16)",15042,residential
"Tile(tms_x=39600, tms_y=45238, zoom=16)",12324,residential
"Tile(tms_x=40005, tms_y=44692, zoom=16)",22187,grass
"Tile(tms_x=39474, tms_y=45099, zoom=16)",8590,residential
"Tile(tms_x=40748, tms_y=45205, zoom=16)",25034,residential
"Tile(tms_x=38237, tms_y=46449, zoom=16)",1126,residential
"Tile(tms_x=43000, tms_y=45796, zoom=16)",30877,residential
"Tile(tms_x=41136, tms_y=43749, zoom=16)",26746,residential
"Tile(tms_x=41139, tms_y=43751, zoom=16)",26788,grass
"Tile(tms_x=39327, tms_y=44972, zoom=16)",7164,garages
"Tile(tms_x=40751, tms_y=45211, zoom=16)",25091,grass
"Tile(tms_x=39990, tms_y=44691, zoom=16)",21756,grass
"Tile(tms_x=39613, tms_y=45017, zoom=16)",13668,residential
"Tile(tms_x=40714, tms_y=43246, zoom=16)",24915,industrial
"Tile(tms_x=39595, tms_y=41966, zoom=16)",11680,n/a
"Tile(tms_x=43503, tms_y=44302, zoom=16)",31406,n/a
"Tile(tms_x=38279, tms_y=46457, zoom=16)",2040,residential
"Tile(tms_x=43712, tms_y=44855, zoom=16)",31732,residential
"Tile(tms_x=40677, tms_y=45206, zoom=16)",24800,grass
"Tile(tms_x=41799, tms_y=46002, zoom=16)",28475,allotments
"Tile(tms_x=38282, tms_y=46469, zoom=16)",2203,industrial
"Tile(tms_x=40771, tms_y=45204, zoom=16)",25411,allotments
"Tile(tms_x=40442, tms_y=45209, zoom=16)",24411,industrial
"Tile(tms_x=39606, tms_y=44933, zoom=16)",12863,residential
"Tile(tms_x=39598, tms_y=45074, zoom=16)",12052,residential
"Tile(tms_x=51762, tms_y=43976, zoom=16)",38286,residential
"Tile(tms_x=42958, tms_y=44723, zoom=16)",30407,garages
"Tile(tms_x=40599, tms_y=45126, zoom=16)",24585,residential
"Tile(tms_x=38274, tms_y=46487, zoom=16)",1799,residential
"Tile(tms_x=39594, tms_y=45032, zoom=16)",11620,residential
"Tile(tms_x=38268, tms_y=46527, zoom=16)",1583,farmland
"Tile(tms_x=40776, tms_y=45234, zoom=16)",25494,residential
"Tile(tms_x=39684, tms_y=46187, zoom=16)",17875,grass
"Tile(tms_x=43948, tms_y=44844, zoom=16)",33212,garages
"Tile(tms_x=43949, tms_y=44845, zoom=16)",33228,residential
"Tile(tms_x=39581, tms_y=45028, zoom=16)",10667,n/a
"Tile(tms_x=39403, tms_y=44870, zoom=16)",7923,n/a
"Tile(tms_x=39374, tms_y=45341, zoom=16)",7787,allotments
"Tile(tms_x=42976, tms_y=44751, zoom=16)",30660,residential
"Tile(tms_x=39676, tms_y=45058, zoom=16)",17599,winter_sports
"Tile(tms_x=38877, tms_y=41859, zoom=16)",5777,industrial
"Tile(tms_x=43680, tms_y=45770, zoom=16)",31593,industrial
"Tile(tms_x=41886, tms_y=44235, zoom=16)",28795,residential
"Tile(tms_x=49699, tms_y=45126, zoom=16)",37746,n/a
"Tile(tms_x=44716, tms_y=45489, zoom=16)",33941,residential
"Tile(tms_x=51749, tms_y=43972, zoom=16)",38148,n/a
"Tile(tms_x=41799, tms_y=46018, zoom=16)",28483,industrial
"Tile(tms_x=39293, tms_y=42036, zoom=16)",6935,residential
"Tile(tms_x=43499, tms_y=44298, zoom=16)",31384,garages
"Tile(tms_x=45835, tms_y=47431, zoom=16)",34155,residential
"Tile(tms_x=39638, tms_y=45098, zoom=16)",15681,residential
"Tile(tms_x=39205, tms_y=43984, zoom=16)",6791,residential
"Tile(tms_x=43986, tms_y=44580, zoom=16)",33437,residential
"Tile(tms_x=38604, tms_y=44734, zoom=16)",5251,residential
"Tile(tms_x=40993, tms_y=44547, zoom=16)",26508,residential
"Tile(tms_x=38289, tms_y=46503, zoom=16)",2752,grass
"Tile(tms_x=39658, tms_y=45133, zoom=16)",16828,residential
"Tile(tms_x=39543, tms_y=44728, zoom=16)",9300,n/a
"Tile(tms_x=39422, tms_y=45233, zoom=16)",8057,grass
"Tile(tms_x=39652, tms_y=45165, zoom=16)",16528,residential
"Tile(tms_x=39583, tms_y=45035, zoom=16)",10781,n/a
"Tile(tms_x=39299, tms_y=45410, zoom=16)",6979,residential
"Tile(tms_x=39297, tms_y=45411, zoom=16)",6962,residential
"Tile(tms_x=39292, tms_y=45406, zoom=16)",6929,residential
"Tile(tms_x=41159, tms_y=43740, zoom=16)",26948,residential
"Tile(tms_x=43955, tms_y=44848, zoom=16)",33292,residential
"Tile(tms_x=38315, tms_y=46415, zoom=16)",4231,n/a
"Tile(tms_x=43065, tms_y=44941, zoom=16)",31193,n/a
"Tile(tms_x=42953, tms_y=44717, zoom=16)",30325,residential
"Tile(tms_x=40232, tms_y=45456, zoom=16)",23896,residential
"Tile(tms_x=39587, tms_y=45099, zoom=16)",11065,residential
"Tile(tms_x=39585, tms_y=45090, zoom=16)",10926,industrial
"Tile(tms_x=40951, tms_y=44511, zoom=16)",26311,n/a
"Tile(tms_x=46103, tms_y=46978, zoom=16)",34261,n/a
"Tile(tms_x=42455, tms_y=45406, zoom=16)",29892,residential
"Tile(tms_x=42562, tms_y=45277, zoom=16)",30014,residential
"Tile(tms_x=42446, tms_y=45393, zoom=16)",29855,residential
"Tile(tms_x=44689, tms_y=45512, zoom=16)",33645,industrial
"Tile(tms_x=42995, tms_y=45789, zoom=16)",30820,residential
"Tile(tms_x=44716, tms_y=45490, zoom=16)",33942,grass
"Tile(tms_x=44700, tms_y=45523, zoom=16)",33734,garages
"Tile(tms_x=49688, tms_y=45128, zoom=16)",37639,residential
"Tile(tms_x=39625, tms_y=45090, zoom=16)",14784,n/a
"Tile(tms_x=39953, tms_y=44060, zoom=16)",21198,allotments
"Tile(tms_x=43017, tms_y=45831, zoom=16)",31112,garages
"Tile(tms_x=43015, tms_y=45836, zoom=16)",31085,residential
"Tile(tms_x=44348, tms_y=45157, zoom=16)",33527,industrial
"Tile(tms_x=51779, tms_y=43977, zoom=16)",38318,allotments
"Tile(tms_x=39329, tms_y=44181, zoom=16)",7188,residential
"Tile(tms_x=39336, tms_y=44179, zoom=16)",7287,residential
"Tile(tms_x=42962, tms_y=44724, zoom=16)",30484,residential
"Tile(tms_x=39531, tms_y=44977, zoom=16)",9058,n/a
"Tile(tms_x=38330, tms_y=45234, zoom=16)",4526,garages
"Tile(tms_x=46121, tms_y=46978, zoom=16)",34477,grass
"Tile(tms_x=46142, tms_y=46962, zoom=16)",34922,grass
"Tile(tms_x=38972, tms_y=41936, zoom=16)",5943,n/a
